index original filtered
854 2.46921 2.60609
855 2.61341 2.59551
856 2.68984 2.58453
857 2.60154 2.57331
858 2.46053 2.56203
859 2.44573 2.55085
860 2.57591 2.53995
861 2.68591 2.52948
862 2.63615 2.51959
863 2.48978 2.51042
864 2.4325 2.50211
865 2.53699 2.49477
866 2.67068 2.48849
867 2.66394 2.48337
868 2.52533 2.47946
869 2.43071 2.47682
870 2.50013 2.47548
871 2.64551 2.47544
872 2.6824 2.47669
873 2.56399 2.47921
874 2.44052 2.48294
875 2.46864 2.48783
876 2.61268 2.49379
877 2.68988 2.50073
878 2.60229 2.50854
879 2.46104 2.51709
880 2.44535 2.52625
881 2.57512 2.53588
882 2.68571 2.54584
883 2.6368 2.55598
884 2.49045 2.56613
885 2.43234 2.57616
886 2.5362 2.5859
887 2.67026 2.59522
888 2.66442 2.60398
889 2.5261 2.61204
890 2.43079 2.61928
891 2.49942 2.62561
892 2.64491 2.63092
893 2.68267 2.63514
894 2.56478 2.6382
895 2.44083 2.64006
896 2.46808 2.6407
897 2.61195 2.6401
898 2.68991 2.63827
899 2.60304 2.63524
900 2.46156 2.63105
901 2.44498 2.62577
902 2.57433 2.61947
903 2.6855 2.61224
904 2.63744 2.6042
905 2.49113 2.59547
906 2.4322 2.58616
907 2.53542 2.57643
908 2.66983 2.56641
909 2.66489 2.55625
910 2.52687 2.54612
911 2.43088 2.53615
912 2.49872 2.52651
913 2.64431 2.51733
914 2.68293 2.50876
915 2.56558 2.50094
916 2.44115 2.49398
917 2.46751 2.48799
918 2.61122 2.48307
919 2.68994 2.47931
920 2.6038 2.47676
921 2.46209 2.47547
922 2.44461 2.47548
923 2.57354 2.47679
924 2.68529 2.47939
925 2.63808 2.48327
926 2.4918 2.48836
927 2.43205 2.4946
928 2.53464 2.50192
929 2.6694 2.5102
930 2.66536 2.51935
931 2.52764 2.52922
932 2.43098 2.53968
933 2.49802 2.55057
934 2.6437 2.56174
935 2.68319 2.57301
936 2.56638 2.58423
937 2.44148 2.59522
938 2.46695 2.60581
939 2.61048 2.61584
940 2.68996 2.62514
941 2.60455 2.63357
942 2.46261 2.64098
943 2.44424 2.64724
944 2.57274 2.65225
945 2.68508 2.6559
946 2.63872 2.65812
947 2.49248 2.65884
948 2.43191 2.65804
949 2.53386 2.6557
950 2.66897 2.65181
951 2.66582 2.64642
952 2.52841 2.63957
953 2.43108 2.63133
954 2.49732 2.62181
955 2.64309 2.61112
